ID;Start;End;Experience
115291;2005-08-01;2007-05-03;1300
115309;2008-07-01;2010-04-02;1400
115595;2008-07-01;2010-04-02;865
115633;2014-07-01;2016-04-01;1013
115757;2008-07-01;2010-04-02;0
115836;2006-08-16;2008-05-17;780
115878;2001-08-01;2003-05-03;976
115913;2000-07-24;2002-04-25;934
115915;2001-12-10;2003-09-11;3000
115938;2013-08-01;2015-05-03;934
115950;2014-07-01;2016-04-01;780
116021;2011-08-01;2013-05-02;403
116188;2001-08-01;2003-05-03;308
116204;2005-08-01;2007-05-03;210
116351;2008-07-01;2010-04-02;738
116382;2007-08-01;2009-05-02;373
116483;2007-08-01;2009-05-02;960
116555;2002-08-26;2004-05-27;744
116581;2008-07-01;2010-04-02;800
116674;2008-07-01;2010-04-02;480
116722;2006-05-15;2008-02-14;140
116731;2007-08-01;2009-05-02;140
116740;2008-07-01;2010-04-02;140
117442;2005-08-01;2007-05-03;380
117442;2008-07-01;2010-04-02;229
117442;2006-08-01;2008-05-02;782
117442;2007-08-01;2009-05-02;288
117442;2007-08-01;2009-05-02;170
117442;2016-10-17;2018-07-19;780
117442;2017-01-23;2018-10-25;430
117442;2019-07-01;2020-02-26;123
117442;2007-08-01;2008-03-28;900
117442;2012-08-01;2013-03-29;2555
117442;2012-08-01;2013-03-29;0
117442;2013-07-01;2015-07-11;915
117442;2014-07-01;2016-07-10;324
117442;2014-07-01;2016-07-10;264
117442;2014-07-01;2016-07-10;178
117442;2011-10-01;2013-10-10;260
117442;2017-08-01;2019-08-11;1538
114167;2019-07-02;2021-07-12;870
114792;1988-08-16;1990-08-27;328
116500;2000-05-29;2002-06-09;820
110729;2013-07-15;2015-07-27;153
112970;2018-07-09;2020-07-20;150
113001;2019-07-08;2021-07-19;869
113021;2020-07-13;2021-03-12;0
113059;2020-07-13;2021-03-12;0
113803;2020-07-13;2021-03-12;0
113832;2017-07-17;2018-03-16;152
114038;2017-07-10;2018-03-09;0
114053;2019-07-08;2020-03-06;2050
114163;2018-07-09;2019-03-08;180
114166;2019-07-08;2020-03-06;870
114275;2020-07-13;2021-03-12;430
114503;2020-07-13;2021-03-12;760
115044;1998-09-07;1999-05-07;950
115530;2007-07-09;2008-03-07;175
115738;2006-07-10;2007-03-09;98
115760;2009-07-13;2010-03-12;316
115816;2007-07-16;2008-03-14;746
116080;2015-07-13;2016-03-11;842
116240;1998-07-27;1999-03-26;789
117442;2013-07-08;2014-03-07;320
117442;2019-07-15;2020-03-13;123
117442;2019-07-08;2020-03-06;665
117442;2020-07-13;2021-03-12;828
117442;2018-07-16;2019-03-15;726
117442;1998-07-06;1999-03-05;294
115885;2003-09-08;2004-05-08;976
114196;2017-01-10;2017-09-11;400
115156;1999-10-01;2000-06-01;150
117442;2008-04-14;2008-12-15;640
110700;2019-07-08;2020-03-11;6481
115441;2008-07-08;2009-03-12;975
117442;2012-08-01;2013-04-05;320
113884;1999-10-12;2000-06-16;100
117442;2019-08-13;2020-04-17;124
112951;2016-10-17;2017-06-23;1516
113169;2015-07-13;2016-03-18;1043
113456;2013-07-01;2014-03-07;0
113847;2018-07-02;2019-03-08;320
114581;2005-07-04;2006-03-10;0
114797;1990-07-02;1991-03-08;100
114860;2001-05-14;2002-01-18;1080
114942;1992-07-20;1993-03-26;1500
114984;1992-06-29;1993-03-05;920
115212;2005-07-04;2006-03-10;434
115759;2009-07-13;2010-03-19;0
116426;1998-03-30;1998-12-04;0
116509;2004-07-05;2005-03-11;845
117442;2007-07-23;2008-03-28;300
117442;2011-08-01;2012-04-06;905
117442;2015-06-29;2016-03-04;174
117442;2015-07-20;2016-03-25;687
117442;2019-08-05;2020-04-10;783
113248;1999-09-08;2000-05-15;111
115255;2001-07-01;2002-03-08;2190
116185;2000-07-19;2001-03-29;308
116448;2007-07-02;2008-03-11;600
116678;2008-08-18;2009-04-28;210
117442;2004-10-05;2005-06-15;2360
113262;2011-07-18;2012-03-28;349
114029;2016-06-01;2017-02-10;0
114702;2005-08-17;2006-04-28;103
114854;1997-07-01;1998-03-12;1200
115562;2005-07-18;2006-03-29;239
116627;2007-08-01;2008-04-11;700
117442;2005-07-18;2006-03-29;380
114991;1997-07-15;1998-03-27;920
115118;1990-01-01;1990-09-13;870
110744;2015-07-06;2016-03-18;0
113895;2016-07-11;2017-03-24;0
114861;2001-07-16;2002-03-29;1080
114921;2004-07-05;2005-03-18;780
115040;1997-06-09;1998-02-20;1000
115050;2001-07-16;2002-03-29;432
115179;1996-07-01;1997-03-14;950
115410;2002-03-04;2002-11-15;380
115808;2006-07-03;2007-03-16;765
115916;2003-07-07;2004-03-19;3000
116103;2002-08-05;2003-04-18;864
117442;2001-07-16;2002-03-29;324
117442;2012-07-16;2013-03-29;320
112983;2019-07-15;2020-03-28;250
113459;2013-07-15;2014-03-29;0
113520;2002-07-15;2003-03-29;350
114430;2017-11-13;2018-07-29;2920
115260;2002-05-13;2003-01-26;2000
110669;2017-09-01;2018-05-18;587
114543;2009-07-13;2010-03-29;380
115661;2008-03-12;2008-11-26;390
113213;2010-07-12;2011-03-29;0
114768;1995-07-10;1996-03-26;640
114971;2007-01-10;2007-09-27;980
115543;2010-07-12;2011-03-29;789
115639;2004-01-14;2004-09-30;1013
116410;1999-10-11;2000-06-27;198
117442;2008-03-05;2008-11-20;1622
117442;2001-04-02;2001-12-18;995
113164;2014-10-01;2015-06-19;0
113315;2012-01-09;2012-09-26;1050
113986;2018-08-01;2019-04-19;180
114165;2018-09-10;2019-05-29;870
115861;2005-07-11;2006-03-29;983
116607;2005-07-11;2006-03-29;1300
116694;1998-08-10;1999-04-28;120
114630;2002-01-07;2002-09-26;100
115782;2004-04-13;2004-12-31;108
117442;2015-01-07;2015-09-26;405
111016;2012-10-08;2013-06-28;0
113058;2020-03-11;2020-11-29;0
113567;2011-06-20;2012-03-09;375
113580;2016-07-04;2017-03-24;609
113598;2011-09-12;2012-06-01;695
114333;2017-08-07;2018-04-27;180
114502;2020-07-13;2021-04-02;760
114663;1995-07-03;1996-03-22;740
115198;2003-04-14;2004-01-02;908
115279;2006-09-25;2008-06-14;1200
115411;2002-11-25;2004-08-14;380
115507;2002-04-15;2004-01-03;514
115585;2002-07-01;2004-03-20;870
116059;2011-08-08;2013-04-27;240
116097;2000-05-08;2002-01-26;842
116293;1999-07-05;2001-03-24;543
116380;2007-05-08;2009-01-25;745
116544;2007-07-09;2009-03-28;890
117442;2001-04-17;2003-01-05;366
117442;2017-12-04;2019-08-24;123
117442;2019-05-06;2021-01-23;448
113006;2018-07-19;2019-04-09;0
113862;2019-07-08;2020-03-28;241
114270;2019-07-08;2020-03-28;600
114427;2017-08-07;2018-04-28;344
115316;2007-11-06;2008-07-28;908
112901;2013-08-05;2014-04-28;688
113013;2020-07-06;2021-03-29;0
113581;2016-04-18;2017-01-09;365
113638;2015-07-06;2016-03-28;742
117442;1998-05-18;1999-02-08;530
117442;2019-06-05;2020-02-26;123
117442;2013-08-05;2014-04-28;653
110751;2017-07-05;2018-03-29;576
113296;2010-07-05;2011-03-29;364
113902;2016-10-20;2017-07-14;282
114539;2008-08-04;2009-04-28;400
116338;2005-09-01;2006-05-26;320
116388;2008-04-02;2008-12-25;379
116741;2008-08-04;2009-04-28;420
117442;2010-07-05;2011-03-29;530
117442;2011-12-05;2012-08-28;180
110666;2020-09-03;2021-05-29;1446
110721;2012-02-01;2012-10-26;4984
113067;2009-07-01;2010-03-26;1890
113320;2012-08-01;2013-04-26;193
114419;2020-08-03;2021-04-28;5110
115602;2009-08-03;2010-04-28;210
117442;2011-07-04;2012-03-28;1061
110864;2017-07-03;2018-03-29;910
113085;2020-08-17;2021-05-13;0
113404;2010-08-02;2011-04-28;0
113587;2017-08-01;2018-04-27;0
114216;2017-07-03;2018-03-29;560
114492;2017-08-01;2018-04-27;150
114585;2006-07-03;2007-03-29;100
115058;2004-08-02;2005-04-28;0
115278;2003-07-01;2004-03-26;1200
115382;2009-06-02;2010-02-26;450
115442;2008-07-01;2009-03-27;975
115756;2008-07-01;2009-03-27;0
115768;2012-01-24;2012-10-19;403
116289;1997-07-01;1998-03-27;543
116390;2008-07-01;2009-03-27;381
117442;2006-04-18;2007-01-12;90
117442;2017-07-03;2018-03-29;280
117442;2011-12-27;2012-09-21;2241
117442;2017-08-01;2018-04-27;721
112932;2016-06-01;2017-02-26;4116
113011;2019-08-01;2020-04-27;0
113092;2008-05-01;2009-01-26;184
113265;2011-11-21;2012-08-17;0
113309;2011-08-01;2012-04-27;354
113310;2011-08-01;2012-04-27;221
113330;2013-07-15;2014-04-11;0
113458;2013-07-15;2014-04-11;1594
113992;2019-04-01;2019-12-27;0
114072;2012-07-02;2013-03-29;90
114097;2010-08-16;2011-05-13;90
114174;2017-07-17;2018-04-13;555
114207;2016-06-01;2017-02-26;400
114238;2020-03-01;2020-11-26;670
114262;2019-08-01;2020-04-27;600
114307;2015-09-01;2016-05-28;5475
114434;2018-07-02;2019-03-29;1460
114496;2018-06-01;2019-02-26;760
114872;2004-07-02;2005-03-29;720
114945;1994-07-04;1995-03-31;1500
115001;2002-07-01;2003-03-28;850
115186;1998-05-11;1999-02-05;780
115213;2005-08-01;2006-04-28;434
115301;2007-07-02;2008-03-28;1400
115502;2007-07-02;2008-03-28;514
115521;2002-07-01;2003-03-28;175
115593;2008-06-23;2009-03-20;803
115616;2012-07-02;2013-03-29;383
115627;2013-08-01;2014-04-28;410
115682;2000-07-17;2001-04-13;920
115870;1996-07-01;1997-03-28;487
116189;2003-08-01;2004-04-27;308
116258;2007-07-02;2008-03-28;490
116259;2007-07-02;2008-03-28;490
116353;2008-08-01;2009-04-28;90
117442;2013-07-15;2014-04-11;320
117442;2013-12-02;2014-08-29;120
117442;2018-08-01;2019-04-28;123
117442;2011-08-01;2012-04-27;380
117442;2016-06-13;2017-03-10;1353
117442;2016-08-01;2017-04-28;3313
117442;2011-08-01;2012-04-27;2707
117442;2013-08-01;2014-04-28;419
112967;2017-07-01;2018-03-29;136
112984;2020-07-01;2021-03-29;0
113088;2008-01-14;2008-10-11;1077
113329;2013-07-01;2014-03-29;1757
115218;1998-07-01;1999-03-29;434
116363;1999-07-01;2000-03-28;700
117442;2008-07-01;2009-03-29;100
117442;2017-07-01;2018-03-29;660
110711;2016-09-19;2017-06-19;393
114269;2017-01-11;2017-10-11;600
115761;2010-07-05;2011-04-04;316
117442;2019-03-18;2019-12-16;190
113799;2019-06-17;2020-03-18;93
113255;2010-07-26;2011-04-28;545
112938;2016-10-10;2017-07-14;91
113590;2019-04-08;2020-01-10;2455
113662;2005-10-31;2006-08-04;337
114974;1991-11-25;1992-08-28;980
116149;2003-09-08;2004-06-11;865
117442;2012-02-07;2012-11-11;3193
112928;2018-05-14;2019-02-17;267
113129;2008-06-23;2009-03-29;0
113618;2013-10-07;2014-07-13;1643
114264;2020-08-03;2021-05-10;600
115898;2003-05-06;2004-02-10;2670
110702;2020-01-20;2020-10-27;0
112898;2013-06-05;2014-03-13;257
113007;2018-08-06;2019-05-14;103
114321;2019-01-14;2019-10-22;90
117442;2011-03-21;2011-12-27;2906
113922;2008-05-07;2009-02-13;0
117442;2000-07-05;2001-04-13;556
113065;2009-02-16;2009-11-26;3790
113693;2010-07-19;2011-04-28;595
114274;2020-02-17;2020-11-26;888
114406;2008-11-03;2009-08-13;780
114997;2001-06-26;2002-04-05;780
116350;2008-05-13;2009-02-20;738
117442;2020-06-02;2021-03-12;357
112962;2019-03-18;2019-12-27;0
113177;1998-05-04;1999-02-12;222
114149;2016-08-01;2017-05-12;680
114363;2018-07-16;2019-04-26;420
114701;2005-07-04;2006-04-14;103
116690;2011-07-18;2012-04-27;150
117442;2012-10-08;2013-07-19;591
117442;2011-12-12;2012-09-21;2355
115623;2013-01-15;2013-10-27;383
116186;2000-09-01;2001-06-13;308
116207;2006-05-03;2007-02-12;210
117442;2005-06-01;2006-03-13;330
114016;2014-07-16;2015-04-28;0
114691;1995-07-01;1996-04-12;210
114767;1995-05-16;1996-02-26;640
116121;2001-07-16;2002-04-28;854
117442;2013-04-15;2014-01-26;200
114836;1988-06-15;1989-03-29;979
115254;2000-05-15;2001-02-26;2190
113509;2011-06-14;2012-03-28;0
115097;1999-07-01;2000-04-14;780
117442;2017-01-11;2017-10-26;116
112935;2016-06-13;2017-03-29;91
113351;2012-08-13;2013-05-29;386
113997;2018-10-15;2019-07-31;0
114191;2016-06-13;2017-03-29;230
110674;2015-10-12;2016-07-28;1815
112996;2018-03-12;2018-12-27;244
113148;2012-07-12;2013-04-28;444
113436;2010-07-12;2011-04-28;962
115996;2007-04-11;2008-01-26;117
116101;2001-07-10;2002-04-26;864
117442;2003-06-10;2004-03-26;428
112918;2017-04-10;2018-01-26;0
113956;1998-02-16;1998-12-04;420
114224;2018-07-09;2019-04-26;380
114343;2020-05-11;2021-02-26;320
114435;2018-07-09;2018-09-28;1460
115489;2007-07-09;2007-09-28;420
116387;2008-03-03;2008-05-23;378
116628;2008-01-14;2008-04-04;900
114156;2017-07-10;2017-09-30;635
114362;2018-04-09;2018-06-30;420
115548;2000-07-10;2000-09-30;748
117442;2015-09-09;2015-11-30;840
117442;2018-04-09;2018-06-30;265
117442;2018-09-01;2018-11-22;266
113263;2011-10-24;2012-01-15;0
113634;2015-01-07;2015-03-31;300
116614;1996-07-24;1996-10-15;1500
114291;2017-05-08;2017-07-31;4000
114304;2015-04-07;2015-06-30;5475
113249;2001-11-07;2002-01-31;0
113288;1999-11-23;2000-02-16;0
113350;2012-08-07;2012-10-31;1217
114626;1999-09-06;1999-11-30;290
114729;2002-08-07;2002-10-31;365
116596;2001-03-07;2001-05-31;920
113966;2016-06-06;2016-08-31;1319
114054;2019-05-06;2019-07-31;9626
114354;2017-09-05;2017-11-30;840
114478;2016-09-05;2016-11-30;1825
114648;1990-06-06;1990-08-31;140
115396;2011-09-05;2011-11-30;870
115427;2005-04-05;2005-06-30;850
115428;2005-06-21;2005-09-15;890
115482;2006-06-06;2006-08-31;820
116459;2006-06-06;2006-08-31;870
117442;2011-07-06;2011-09-30;962
117442;2020-07-20;2020-10-14;984
110720;2011-10-05;2011-12-31;0
110734;2014-05-05;2014-07-31;1330
113834;2017-09-04;2017-11-30;321
114299;2018-03-05;2018-05-31;5475
114311;2017-03-20;2017-06-15;340
115666;2009-02-02;2009-04-30;390
115875;2000-06-05;2000-08-31;983
116022;2011-10-03;2011-12-29;403
117442;2017-04-18;2017-07-14;280
117442;2015-05-20;2015-08-15;295
112925;2018-07-02;2018-09-28;0
112948;2015-11-16;2016-02-12;0
112953;2017-04-24;2017-07-21;0
113004;2018-06-04;2018-08-31;549
113477;2013-03-04;2013-05-31;447
113698;2011-07-04;2011-09-30;2296
113802;2020-02-17;2020-05-15;180
113923;2008-09-08;2008-12-05;0
114062;2010-08-02;2010-10-29;200
114141;2015-02-16;2015-05-15;970
114458;2014-03-17;2014-06-13;382
115305;2007-09-18;2007-12-15;1400
115307;2008-04-28;2008-07-25;1400
115433;2007-07-02;2007-09-28;975
115461;2006-06-19;2006-09-15;841
115650;2006-01-17;2006-04-15;410
115714;2005-07-04;2005-09-30;5475
115821;2000-07-03;2000-09-29;920
116100;2001-07-04;2001-09-30;864
116226;2003-02-17;2003-05-16;189
116462;2002-09-23;2002-12-20;870
116549;2008-06-02;2008-08-29;744
116733;2007-10-01;2007-12-28;140
117442;2011-06-20;2011-09-16;90
117442;2019-03-04;2019-05-31;123
117442;2010-01-11;2010-04-09;300
117442;2013-11-04;2014-01-31;240
117442;2018-07-02;2018-09-28;1663
117442;2011-07-04;2011-09-30;436
117442;2014-04-14;2014-07-11;884
117442;2015-06-08;2015-09-04;417
113158;2013-12-01;2014-02-28;99
113835;2017-07-03;2017-09-30;514
113882;2020-10-27;2021-01-24;1678
113931;2011-01-17;2011-04-16;0
114673;1997-01-21;1997-04-20;183
115452;2000-12-01;2001-02-28;1005
115897;2002-07-03;2002-09-30;2670
117442;2012-02-01;2012-04-30;114
117442;2014-09-02;2014-11-30;1543
117442;2011-01-18;2011-04-17;234
113575;1998-04-01;1998-06-30;357
113595;2012-04-11;2012-07-10;0
114002;2019-07-02;2019-09-30;0
114050;2019-07-02;2019-09-30;1152
114686;2006-09-01;2006-11-30;410
114807;1994-05-02;1994-07-31;1300
115086;2003-04-07;2003-07-06;432
115130;1994-03-02;1994-05-31;967
115170;1992-03-02;1992-05-31;1003
115257;2001-09-01;2001-11-30;2000
115348;2008-04-01;2008-06-30;830
115571;2008-07-08;2008-10-06;825
115927;2012-01-18;2012-04-17;3000
116120;2001-04-01;2001-06-30;854
116191;2004-07-05;2004-10-03;308
116506;2002-04-23;2002-07-22;845
116635;2009-09-07;2009-12-06;900
116692;2011-09-01;2011-11-30;120
117442;2004-09-15;2004-12-14;780
117442;2010-09-15;2010-12-14;254
113096;2009-08-18;2009-11-17;3067
113101;2010-06-14;2010-09-13;133
113163;2014-07-01;2014-09-30;543
113224;2012-03-01;2012-05-31;0
113232;2013-07-01;2013-09-30;486
113283;2014-06-01;2014-08-31;90
113342;2014-10-01;2014-12-31;973
113402;2010-03-02;2010-06-01;0
113444;2011-05-23;2011-08-22;245
113452;2012-05-21;2012-08-20;1264
113541;2004-10-04;2005-01-03;91
113560;2008-10-01;2008-12-31;179
113706;2013-07-01;2013-09-30;0
113877;2019-06-01;2019-08-31;0
113994;2018-06-01;2018-08-31;236
114014;2014-07-01;2014-09-30;6206
114169;2020-06-01;2020-08-31;870
114184;2019-07-01;2019-09-30;650
114260;2019-06-01;2019-08-31;600
114296;2018-06-01;2018-08-31;5475
114323;2019-07-01;2019-09-30;110
114336;2018-08-01;2018-10-31;320
114394;2012-10-01;2012-12-31;760
114446;2012-06-01;2012-08-31;175
114453;2013-07-01;2013-09-30;470
114501;2020-06-01;2020-08-31;760
114603;2010-06-07;2010-09-06;114
114966;2004-10-06;2005-01-05;1400
115232;1998-11-03;1999-02-02;990
115244;2002-07-23;2002-10-22;990
115393;2010-11-01;2011-01-31;870
115478;2005-06-01;2005-08-31;114
115498;2010-07-01;2010-09-30;820
115615;2012-07-01;2012-09-30;765
115813;2007-01-22;2007-04-23;746
116019;2011-05-16;2011-08-15;403
116249;2004-11-02;2005-02-01;758
116381;2007-06-01;2007-08-31;745
116401;2010-06-01;2010-08-31;0
116419;2004-06-01;2004-08-31;780
116603;2004-03-01;2004-05-31;1300
116645;2011-05-10;2011-08-09;830
116653;2000-08-01;2000-10-31;800
116745;2009-10-12;2010-01-11;420
117442;2009-07-01;2009-09-30;500
117442;2008-07-01;2008-09-30;690
117442;2012-07-01;2012-09-30;2555
117442;2011-11-08;2012-02-07;169
117442;2011-06-01;2011-08-31;265
117442;2017-06-01;2017-08-31;414
113631;2001-03-12;2001-06-12;90
115769;2012-02-13;2012-05-15;403
112976;2018-11-02;2019-02-03;503
113833;2017-04-18;2017-07-21;1161
114636;2005-07-05;2005-10-07;450
115144;2004-06-28;2004-09-30;967
116643;2011-01-11;2011-04-15;830
116743;2008-10-21;2009-01-23;420
117442;2000-01-10;2000-04-13;356
113141;2011-02-28;2011-06-03;1394
113447;2011-09-05;2011-12-09;0
114322;2019-06-17;2019-09-20;110
117442;2020-09-14;2020-12-18;1643
114549;2010-07-26;2010-10-31;430
116450;2007-07-10;2007-10-15;600
116632;2009-03-10;2009-06-15;900
110754;2018-06-11;2018-09-17;9880
114467;1998-04-27;1998-08-03;150
113014;2020-09-07;2020-12-15;408
116349;2008-02-06;2008-05-15;978
116689;2011-06-07;2011-09-15;150
112943;2017-10-01;2018-01-10;183
113047;2019-11-18;2020-02-27;0
114261;2019-07-22;2019-10-31;600
115101;1991-03-12;1991-06-21;1000
116737;2008-02-19;2008-05-30;140
117442;2009-01-19;2009-04-30;2555
110688;2018-06-11;2018-09-21;1872
110840;2020-06-08;2020-09-18;5337
113880;2020-02-03;2020-05-15;637
114329;2020-06-08;2020-09-18;450
115063;1999-05-03;1999-08-13;880
115409;2002-02-18;2002-05-31;380
116424;2006-09-04;2006-12-15;745
117442;2011-04-04;2011-07-15;180
117442;2016-06-20;2016-09-30;120
117442;2008-08-05;2008-11-15;399
113810;2016-09-19;2016-12-31;356
114516;2019-03-04;2019-06-15;240
117442;2016-09-19;2016-12-31;90
114642;1988-07-19;1988-10-31;316
114670;1996-09-18;1996-12-31;183
114791;1988-05-03;1988-08-15;328
117442;2015-09-02;2015-12-15;783
117442;2012-09-18;2012-12-31;362
113557;2008-03-17;2008-06-30;211
114480;2017-02-01;2017-05-17;1825
115224;2000-09-01;2000-12-15;990
116077;1995-11-02;1996-02-15;842
116587;2009-03-02;2009-06-15;740
113410;2011-10-01;2012-01-15;456
113454;2013-01-14;2013-04-30;0
113773;2016-06-20;2016-10-04;0
117442;2015-03-01;2015-06-15;405
112908;2014-09-15;2014-12-31;0
114358;2017-10-16;2018-01-31;906
116463;2006-08-16;2006-12-01;870
117442;2014-09-15;2014-12-31;256
113874;2018-10-15;2019-01-31;2009
113913;2020-01-13;2020-04-30;92
115425;1997-11-25;1998-03-13;850
115584;2001-11-12;2002-02-28;870
116182;2000-02-01;2000-05-19;230
117442;2014-10-15;2015-01-31;190
117442;2015-01-12;2015-04-30;270
113936;2012-01-16;2012-05-04;211
114004;2019-10-14;2020-01-31;0
115467;1996-05-14;1996-08-31;841
116299;2001-05-14;2001-08-31;965
110746;2015-08-12;2015-11-30;0
113046;2019-11-11;2020-02-29;0
114263;2019-11-11;2020-02-29;90
116432;2005-07-13;2005-10-31;102
112945;2017-12-05;2018-03-26;264
115465;1993-10-27;1994-02-15;2400
115949;2014-05-12;2014-08-31;780
116488;2008-08-11;2008-11-30;820
113845;2018-05-07;2018-08-27;142
113858;2017-11-13;2018-03-05;379
114019;2014-08-25;2014-12-15;1848
114143;2015-05-11;2015-08-31;970
114182;2019-01-08;2019-04-30;650
114960;2002-01-08;2002-04-30;400
115925;2012-01-09;2012-04-30;3000
116641;2010-10-11;2011-01-31;830
113299;2010-11-22;2011-03-15;0
112950;2016-05-09;2016-08-31;699
114175;2017-08-23;2017-12-15;310
114591;2008-01-07;2008-04-30;170
114655;1992-04-08;1992-07-31;0
113054;2018-08-27;2018-12-20;307
113733;2012-05-08;2012-08-31;303
114254;2018-02-05;2018-05-31;380
114335;2018-03-06;2018-06-29;320
115280;1991-10-08;1992-01-31;1200
116068;2013-07-23;2013-11-15;356
116213;2007-03-06;2007-06-29;171
117442;2008-07-08;2008-10-31;0
110690;2018-02-19;2018-06-15;931
110839;2020-01-20;2020-05-15;0
112966;2020-01-20;2020-05-15;0
113228;2012-06-04;2012-09-28;456
114372;2020-01-20;2020-05-15;450
114373;2020-01-20;2020-05-15;322
114842;1991-08-06;1991-11-30;740
114934;1988-06-06;1988-09-30;820
115499;2010-09-06;2010-12-31;247
117442;2013-02-04;2013-05-31;900
110704;2015-11-04;2016-02-29;1825
113159;2014-02-03;2014-05-31;0
117442;2016-05-11;2016-09-05;120
114250;2017-07-05;2017-10-31;380
114251;2017-07-05;2017-10-31;380
116130;2004-07-05;2004-10-31;217
113676;2006-01-10;2006-05-09;0
114375;2020-02-17;2020-06-15;780
114700;2005-01-11;2005-05-10;103
115029;1991-09-03;1991-12-31;920
115176;1995-01-17;1995-05-16;950
115265;2005-02-01;2005-05-31;2000
115294;2006-01-11;2006-05-10;1300
115480;2005-11-21;2006-03-20;841
115484;2007-01-09;2007-05-08;820
115716;2005-11-07;2006-03-06;5475
115956;2014-09-03;2014-12-31;865
116195;2006-04-03;2006-07-31;230
117442;2006-02-08;2006-06-07;141
113179;2013-06-17;2013-10-15;0
113398;2009-09-02;2009-12-31;535
114827;2003-11-05;2004-03-04;320
115292;2005-09-01;2005-12-30;1300
116392;2008-09-02;2008-12-31;745
117442;2011-09-01;2011-12-30;100
112905;2014-09-01;2014-12-31;0
113206;2020-09-01;2020-12-31;601
113357;2013-04-01;2013-07-31;1772
113369;2014-04-01;2014-07-31;2195
113535;2000-04-04;2000-08-03;0
113544;2006-03-14;2006-07-13;91
113629;2014-09-01;2014-12-31;0
113727;2015-09-01;2015-12-31;157
113864;2019-06-01;2019-09-30;488
114035;2017-06-01;2017-09-30;412
114089;2014-09-01;2014-12-31;165
114408;2015-06-01;2015-09-30;3285
114437;2019-04-01;2019-07-31;1460
114959;2000-09-01;2000-12-31;400
114987;1995-09-06;1996-01-05;920
115202;2004-03-01;2004-06-30;820
115230;2006-09-11;2007-01-10;990
115804;2005-03-01;2005-06-30;765
115965;2002-08-13;2002-12-12;560
115993;2006-06-06;2006-10-05;2600
116032;2014-04-01;2014-07-31;836
116219;2002-03-01;2002-06-30;643
116442;2006-08-16;2006-12-15;600
116664;2005-04-19;2005-08-18;640
116750;2000-09-01;2000-12-31;330
117442;2008-08-01;2008-11-30;140
117442;2003-09-01;2003-12-31;8000
117442;2012-06-01;2012-09-30;416
112968;2017-06-20;2017-10-20;194
113659;2006-07-10;2006-11-09;0
113914;2006-10-03;2007-02-02;572
114913;2000-10-17;2001-02-16;100
115180;1996-07-08;1996-11-07;950
115490;2007-07-16;2007-11-15;420
115888;2004-07-01;2004-10-31;934
116239;2006-07-01;2006-10-31;780
116406;1998-05-01;1998-08-31;0
116726;2004-10-11;2005-02-10;140
116753;2001-10-01;2002-01-31;330
117442;2006-07-11;2006-11-10;388
117442;1998-06-02;1998-10-02;830
113382;2015-05-18;2015-09-18;334
113427;2014-04-14;2014-08-15;0
113820;2017-05-15;2017-09-15;303
113841;2018-02-12;2018-06-15;0
113960;2015-05-18;2015-09-18;4644
114490;2017-06-12;2017-10-13;1825
117442;1999-02-15;1999-06-18;3000
117442;2015-07-15;2015-11-15;830
117442;2013-04-15;2013-08-16;200
117442;2016-10-21;2017-02-21;221
117442;2008-08-13;2008-12-15;380
113886;2014-11-26;2015-03-31;0
114031;2016-09-12;2017-01-15;374
114234;2019-08-12;2019-12-15;870
115419;2001-09-12;2002-01-15;860
117442;2016-07-13;2016-11-15;378
113387;2015-08-05;2015-12-10;493
113760;1998-06-04;1998-10-09;1474
115345;2008-01-08;2008-05-15;870
117442;2014-01-08;2014-05-16;122
110863;2017-07-24;2017-11-30;244
113945;2013-02-06;2013-06-15;488
114396;2013-04-08;2013-08-15;230
114450;2012-10-09;2013-02-15;450
115611;2011-08-08;2011-12-15;765
117442;2016-02-22;2016-06-30;105
113336;2014-04-23;2014-08-31;0
114751;1990-05-08;1990-09-15;740
117442;2016-11-21;2017-03-31;1638
113024;2008-02-05;2008-06-15;0
113699;2012-02-20;2012-06-30;0
115295;2006-03-01;2006-07-10;1300
115873;1999-01-20;1999-05-31;487
117442;2014-01-20;2014-05-31;320
117442;2016-06-06;2016-10-15;888
113191;2016-07-06;2016-11-15;425
114091;2000-02-15;2000-06-26;140
115177;1995-12-05;1996-04-15;950
117442;2015-01-19;2015-05-31;1111
113795;2018-08-20;2018-12-31;0
113970;2016-06-20;2016-10-31;6016
117442;2015-04-20;2015-08-31;347
117442;2016-04-18;2016-08-29;264
112920;2017-04-19;2017-08-31;0
113586;2017-06-06;2017-10-18;0
114186;2019-08-19;2019-12-31;970
115674;1998-02-16;1998-06-30;118
115856;2002-12-02;2003-04-15;983
110736;2014-08-18;2014-12-31;0
112912;2015-02-18;2015-07-03;1344
113982;2019-04-01;2019-08-14;0
114494;2017-10-16;2018-02-28;150
116169;2006-08-02;2006-12-15;543
116727;2005-05-03;2005-09-15;140
117442;2017-10-16;2018-02-28;141
110698;2019-04-01;2019-08-15;3299
113275;2013-01-15;2013-05-31;2098
114179;2018-04-03;2018-08-17;310
114499;2018-10-15;2019-02-28;760
117442;2014-10-15;2015-02-28;0
117442;2013-01-15;2013-05-31;2916
110707;2017-02-13;2017-06-30;1507
114131;2016-02-08;2016-06-24;200
114227;2018-10-01;2019-02-15;1020
